DESCRIPTION,DAY,MONTH,YEAR,TOD,DOW,ADDRESS,LATITUDE,LONGITUDE
Burglary/ Larceny/ Robbery,2,1,2010,5,7,000 E 600 S ,40.7560063,-111.88974650000002
Assault,2,1,2010,5,7,000 E 600 S ,40.7560063,-111.88974650000002
Burglary/ Larceny/ Robbery,2,1,2010,5,7,200 W 200 S ,40.7651065,-111.89717749999998
Burglary/ Larceny/ Robbery,2,1,2010,5,7,100 W 1300 S ,40.741809,-111.8922939
Assault,2,1,2010,5,7,100 S 600 W ,40.7670915,-111.9082485
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1600 S REDWOOD RD ,40.73546339999999,-111.9401703
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1300 S SWANER RD ,40.7418315,-111.9519327
Traffic,2,1,2010,5,7,900 W GENESEE AVE ,40.7508699,-111.9168158
Drugs,2,1,2010,5,7,000 MAIN ST ,40.7574,-111.890776
Damaged Property,2,1,2010,5,7,500 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Traffic,2,1,2010,5,7,1600 S MAIN ST ,40.7345865,-111.8914055
Traffic,2,1,2010,5,7,200 N K ST ,40.76588,-111.8895022
Burglary/ Larceny/ Robbery,2,1,2010,5,7,4800 W DOUGLAS CORRIGAN WAY ,40.7723565,-112.0062488
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1200 S 900 E ,40.74294159999999,-111.8653478
Traffic,2,1,2010,5,7,800 S FOOTHILL DR ,40.75142659999999,-111.8310327
Damaged Property,2,1,2010,5,7,400 N 1400 W ,40.7779807,-111.9307334
Damaged Property,2,1,2010,5,7,500 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Burglary/ Larceny/ Robbery,2,1,2010,5,7,300 E 400 S ,40.7601745,-111.8823835
Burglary/ Larceny/ Robbery,2,1,2010,5,7,6000 W CALIFORNIA AVE ,40.7404695,-112.0337577
Assault,2,1,2010,5,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Damaged Property,2,1,2010,5,7,1000 S 1000 E ,40.7473605,-111.8627173
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1800 S ROBERTA ST ,40.7300322,-111.8842743
Burglary/ Larceny/ Robbery,2,1,2010,5,7,2100 S 2100 E ,40.72548889999999,-111.830822
Traffic,2,1,2010,5,7,1100 E BRICKYARD RD ,40.7015898,-111.8597243
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1100 N REDWOOD RD ,40.7934489,-111.9391747
Assault,2,1,2010,5,7,1200 W GILLESPIE AVE ,40.7575428,-111.9257235
Drugs,2,1,2010,5,7,1100 W 600 N ,40.7823861,-111.9225193
Traffic,2,1,2010,5,7,1600 S 1100 E ,40.7347711,-111.8598628
Assault,2,1,2010,5,7,200 S STATE ST ,40.7266963,-111.88732040000002
Traffic,2,1,2010,5,7,1400 S 400 E ,40.7392778,-111.8800247
Damaged Property,2,1,2010,5,7,300 W 800 S ,40.7519959,-111.9017904
Burglary/ Larceny/ Robbery,2,1,2010,5,7,400 E 400 S ,40.761055,-111.883181
Burglary/ Larceny/ Robbery,2,1,2010,5,7,200 W 600 N ,40.78239129999999,-111.8994605
Burglary/ Larceny/ Robbery,2,1,2010,5,7,5200 W AMELIA EARHART DR ,40.7773318,-112.01646409999998
Burglary/ Larceny/ Robbery,2,1,2010,5,7,200 N 200 W ,40.7781149,-111.896592
Assault,2,1,2010,5,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Traffic,2,1,2010,5,7,1700 W NORTH TEMPLE ST ,40.77163789999999,-111.9393653
Traffic,2,1,2010,5,7,000 NORTH TEMPLE ST ,40.7711371,-111.8892502
Burglary/ Larceny/ Robbery,2,1,2010,5,7,2200 S 1300 E ,40.7232669,-111.8537452
Traffic,2,1,2010,5,7,2200 S 1300 E ,40.7232669,-111.8537452
Traffic,2,1,2010,5,7,600 S 200 W ,40.75618,-111.8968765
Traffic,2,1,2010,5,7,1100 S 700 W ,40.74496660000001,-111.9114533
Assault,2,1,2010,5,7,1900 S WEST TEMPLE ST ,40.7287435,-111.8939731
Drugs,2,1,2010,5,7,600 S 200 W ,40.75618,-111.8968765
Traffic,2,1,2010,5,7,200 W 400 S ,40.7607174,-111.8968168
Traffic,2,1,2010,5,7,700 E 500 S ,40.7580251,-111.87575490000002
Burglary/ Larceny/ Robbery,2,1,2010,5,7,700 S STATE ST ,40.753716,-111.887661
Assault,2,1,2010,5,7,200 N JIMMY DOOLITTLE RD ,40.7729511,-112.01971129999998
Burglary/ Larceny/ Robbery,2,1,2010,5,7,2200 S 1300 E ,40.7232669,-111.8537452
Burglary/ Larceny/ Robbery,2,1,2010,5,7,900 E 2100 S ,40.7242836,-111.8647183
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1400 S REDWOOD RD ,40.7396565,-111.9391255
Burglary/ Larceny/ Robbery,2,1,2010,5,7,800 S 900 E ,40.7519618,-111.8653546
Drugs,2,1,2010,5,7,300 N C ST ,40.7607793,-111.89104740000002
Drugs,2,1,2010,5,7,1100 N SONATA ST ,40.79329870000001,-111.9275491
Assault,2,1,2010,5,7,1400 S WEST TEMPLE ST ,40.7380118,-111.8942417
Damaged Property,2,1,2010,5,7,400 S 400 E ,40.7604292,-111.8797622
Traffic,2,1,2010,5,7,500 S 800 E ,40.758468500000006,-111.8685545
Traffic,2,1,2010,5,7,600 S 900 E ,40.7563067,-111.8653455
Traffic,2,1,2010,5,7,000 1ST AVE ,40.7707956,-111.8837877
Traffic,2,1,2010,5,7,1000 E SUGARMONT DR ,40.7226191,-111.8624029
Traffic,2,1,2010,5,7,000 E 2100 S ,40.7257098,-111.8781207
Drugs,2,1,2010,5,7,200 E WESTMINSTER AVE ,40.7287213,-111.8853665
Traffic,2,1,2010,5,7,000 SUNNYSIDE AVE ,40.7501811,-111.8141028
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1400 S 300 E ,40.7391258,-111.8825087
Burglary/ Larceny/ Robbery,2,1,2010,5,7,2000 S ROBERTA ST ,40.7266279,-111.8844925
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1400 S WEST TEMPLE ST ,40.7380118,-111.8942417
Burglary/ Larceny/ Robbery,2,1,2010,5,7,800 E ZENITH AVE ,40.707844,-111.8683231
Damaged Property,2,1,2010,5,7,1300 S 200 E ,40.7414025,-111.8857281
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1800 S ROBERTA ST ,40.7300322,-111.8842743
Drugs,2,1,2010,5,7,200 E WESTMINSTER AVE ,40.7287213,-111.8853665
Traffic,2,1,2010,5,7,800 W 800 S ,40.75193220000001,-111.9138242
Traffic,2,1,2010,5,7,000 S 900 W ,40.7345127,-111.916855
Traffic,2,1,2010,5,7,1800 W CALIFORNIA AVE ,40.7406554,-111.9425103
Traffic,2,1,2010,5,7,400 E SOUTH TEMPLE ST ,40.7693492,-111.8796468
Traffic,2,1,2010,5,7,000 NORTH TEMPLE ST ,40.7711371,-111.8892502
Damaged Property,2,1,2010,5,7,1000 S BLAIR ST ,40.7464353,-111.8811161
Traffic,2,1,2010,5,7,1600 S 1700 E ,40.73494960000001,-111.8422614
Traffic,2,1,2010,5,7,3800 W 1200 N ,40.7465258,-111.98373490000002
Burglary/ Larceny/ Robbery,2,1,2010,5,7,1100 N 1500 W ,40.793479,-111.9339027
Burglary/ Larceny/ Robbery,2,1,2010,5,7,400 S WEST TEMPLE ST ,40.7605126,-111.8943746
Damaged Property,2,1,2010,5,7,1100 S 800 E ,40.7450958,-111.86846570000002
Damaged Property,2,1,2010,5,7,1100 W SIMONDI AVE ,40.7769589,-111.9225359
Burglary/ Larceny/ Robbery,2,1,2010,5,7,100 W 400 N ,40.7783907,-111.8932906
Damaged Property,2,1,2010,5,7,900 N MORTON DR ,40.7890401,-111.9453449
Burglary/ Larceny/ Robbery,2,1,2010,5,7,000 N 400 W ,40.77467499999999,-111.9029085
Burglary/ Larceny/ Robbery,2,1,2010,5,7,500 N TERMINAL SOUTHBOUND DR ,40.7763812,-111.981205
Burglary/ Larceny/ Robbery,2,1,2010,5,7,500 N 900 W ,40.78032320000001,-111.9167228
Drugs,2,1,2010,5,7,400 E 6TH AVE ,40.7754733,-111.87748059999998
Burglary/ Larceny/ Robbery,2,1,2010,5,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Traffic,3,1,2010,5,1,600 E 200 S ,40.7649949,-111.8738395
Drugs,3,1,2010,5,1,000 1ST AVE ,40.7707956,-111.8837877
Traffic,3,1,2010,5,1,300 S 600 W ,40.7635558,-111.9087296
Damaged Property,3,1,2010,5,1,1200 N OAKLEY ST ,40.7949093,-111.927159
Traffic,3,1,2010,5,1,100 S 400 E ,40.76686770000001,-111.88006609999998
Traffic,3,1,2010,5,1,100 W 200 S ,40.7650126,-111.8939916
Assault,3,1,2010,5,1,1000 E 2100 S ,40.7253947,-111.8625244
Damaged Property,3,1,2010,5,1,600 S 300 E ,40.756847,-111.883113
Assault,3,1,2010,5,1,300 S STATE ST ,40.7755999,-111.88766979999998
Burglary/ Larceny/ Robbery,3,1,2010,5,1,700 N REDWOOD RD ,40.7848205,-111.939342
Traffic,3,1,2010,5,1,700 N AMERICAN BEAUTY DR ,40.7845875,-111.9199075
Assault,3,1,2010,5,1,600 E SIMPSON AVE ,40.72215629999999,-111.8739603
Traffic,3,1,2010,5,1,200 E 400 S ,40.7604928,-111.8851212
Traffic,3,1,2010,5,1,600 S 300 E ,40.756847,-111.883113
Burglary/ Larceny/ Robbery,3,1,2010,5,1,600 S 900 W ,40.7562778,-111.9168192
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1600 S REDWOOD RD ,40.73546339999999,-111.9401703
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1900 S REDWOOD RD ,40.7287371,-111.9390885
Damaged Property,3,1,2010,5,1,1200 W 1200 N ,40.7950625,-111.9257144
Traffic,3,1,2010,5,1,500 W 1300 S ,40.7402624,-111.9067769
Assault,3,1,2010,5,1,200 E 700 S ,40.7541344,-111.884882
Traffic,3,1,2010,5,1,000 CLEVELAND AVE ,40.738578,-111.88919
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1300 S 200 E ,40.7414025,-111.8857281
Traffic,3,1,2010,5,1,300 E 100 S ,40.767179,-111.8824565
Traffic,3,1,2010,5,1,800 N REDWOOD RD ,40.7871421,-111.9388674
Assault,3,1,2010,5,1,700 S REDWOOD RD ,40.7540183,-111.9390247
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1800 S 300 E ,40.7311883,-111.8828691
Burglary/ Larceny/ Robbery,3,1,2010,5,1,900 N AMERICAN BEAUTY DR ,40.7890416,-111.9209548
Burglary/ Larceny/ Robbery,3,1,2010,5,1,200 S 900 E ,40.7649461,-111.8653435
Burglary/ Larceny/ Robbery,3,1,2010,5,1,200 S 900 E ,40.7649461,-111.8653435
Burglary/ Larceny/ Robbery,3,1,2010,5,1,200 S 900 E ,40.7649461,-111.8653435
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1000 E 600 S ,40.7563198,-111.8623569
Burglary/ Larceny/ Robbery,3,1,2010,5,1,100 S 1300 E ,40.7668808,-111.8541485
Burglary/ Larceny/ Robbery,3,1,2010,5,1,2500 S 900 E ,40.7162821,-111.86569740000002
Traffic,3,1,2010,5,1,500 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Damaged Property,3,1,2010,5,1,700 N TERMINAL SOUTHBOUND DR ,40.7899404,-111.9790706
Traffic,3,1,2010,5,1,1900 S 1300 E ,40.7288587,-111.8539243
Burglary/ Larceny/ Robbery,3,1,2010,5,1,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2010,5,1,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2010,5,1,2200 S 1300 E ,40.7232669,-111.8537452
Traffic,3,1,2010,5,1,1900 S 300 W ,40.7286309,-111.9002923
Assault,3,1,2010,5,1,600 E 800 S ,40.75195739999999,-111.8738237
Damaged Property,3,1,2010,5,1,200 E 700 S ,40.7541344,-111.884882
Assault,3,1,2010,5,1,1400 S WEST TEMPLE ST ,40.7380118,-111.8942417
Burglary/ Larceny/ Robbery,3,1,2010,5,1,700 S 1300 E ,40.7541367,-111.8538831
Burglary/ Larceny/ Robbery,3,1,2010,5,1,800 W NORTH TEMPLE ST ,40.7716162,-111.9141744
Drugs,3,1,2010,5,1,5500 W AMELIA EARHART DR ,40.77648350000001,-112.0215843
Drugs,3,1,2010,5,1,1100 N VICTORIA WAY ,40.7929843,-111.91826100000002
Drugs,3,1,2010,5,1,400 S WEST TEMPLE ST ,40.7605126,-111.8943746
Burglary/ Larceny/ Robbery,3,1,2010,5,1,700 N REDWOOD RD ,40.7848205,-111.939342
Damaged Property,3,1,2010,5,1,700 S 700 E ,40.7541346,-111.8711518
Drugs,3,1,2010,5,1,1700 W 400 N ,40.7781566,-111.9394048
Traffic,3,1,2010,5,1,900 S STATE ST ,40.7489044,-111.889149
Traffic,3,1,2010,5,1,500 E 500 S ,40.7584756,-111.8768031
Damaged Property,3,1,2010,5,1,500 E 2ND AVE ,40.7714196,-111.874476
Assault,3,1,2010,5,1,1400 W NORTH TEMPLE ST ,40.7721609,-111.9321744
Damaged Property,3,1,2010,5,1,100 S 900 E ,40.7671833,-111.8653373
Burglary/ Larceny/ Robbery,3,1,2010,5,1,2200 N REDWOOD RD ,40.8154958,-111.9371944
Burglary/ Larceny/ Robbery,3,1,2010,5,1,900 S NAVAJO ST ,40.7502773,-111.929484
Burglary/ Larceny/ Robbery,3,1,2010,5,1,900 E 2100 S ,40.7242836,-111.8647183
Assault,3,1,2010,5,1,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Assault,3,1,2010,5,1,900 S MAIN ST ,40.7497637,-111.8910783
Burglary/ Larceny/ Robbery,3,1,2010,5,1,500 S 1100 E ,40.7583936,-111.85959579999998
Burglary/ Larceny/ Robbery,3,1,2010,5,1,600 S EGLI CT ,40.7551958,-111.870224
Assault,3,1,2010,5,1,200 W 300 S ,40.76290729999999,-111.896798
Damaged Property,3,1,2010,5,1,4900 W WILEY POST WAY ,40.7741383,-112.0083568
Damaged Property,3,1,2010,5,1,800 N MAPLE TREE CT ,40.7888127,-111.915237
Damaged Property,3,1,2010,5,1,1600 S 900 E ,40.7347297,-111.8656787
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1600 E WILSON AVE ,40.7316363,-111.8451118
Damaged Property,3,1,2010,5,1,1000 S WEST TEMPLE ST ,40.7480039,-111.89392
Burglary/ Larceny/ Robbery,3,1,2010,5,1,2300 S 700 E ,40.7206978,-111.8716005
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1000 E CRANDALL AVE ,40.7086619,-111.8627331
Burglary/ Larceny/ Robbery,3,1,2010,5,1,900 E 300 S ,40.7624465,-111.8641991
Burglary/ Larceny/ Robbery,3,1,2010,5,1,1400 S 700 W ,40.7371445,-111.9111393
Damaged Property,3,1,2010,5,1,300 S EMERY ST ,40.7628139,-111.924753
Burglary/ Larceny/ Robbery,4,1,2010,5,2,700 E 2700 S ,40.7126696,-111.8713853
Drugs,4,1,2010,5,2,000 E 900 S ,40.7495678,-111.8659653
Assault,4,1,2010,5,2,700 S 900 E ,40.7540828,-111.8657465
Assault,4,1,2010,5,2,300 E BELDON PL ,40.7571826,-111.8824876
Traffic,4,1,2010,5,2,1200 W NORTH TEMPLE ST ,40.7716933,-111.9247636
Traffic,4,1,2010,5,2,1000 W NORTH TEMPLE ST ,40.7721342,-111.9219531
Damaged Property,4,1,2010,5,2,1900 S 400 E ,40.7288826,-111.8796576
Traffic,4,1,2010,5,2,000 HIGHLAND DR ,40.63592720000001,-111.8349834
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1000 S MAIN ST ,40.74736559999999,-111.8919782
Traffic,4,1,2010,5,2,300 E 500 S ,40.7582978,-111.8821815
Assault,4,1,2010,5,2,1300 S 4700 W ,40.742242,-112.0033215
Damaged Property,4,1,2010,5,2,2000 S 1300 E ,40.7269771,-111.8542269
Traffic,4,1,2010,5,2,1000 S WEST TEMPLE ST ,40.7480039,-111.89392
Burglary/ Larceny/ Robbery,4,1,2010,5,2,100 W 400 S ,40.760712100000006,-111.89396
Burglary/ Larceny/ Robbery,4,1,2010,5,2,300 N CENTER ST ,40.7759674,-111.8925239
Burglary/ Larceny/ Robbery,4,1,2010,5,2,2000 S 900 W ,40.7272795,-111.9177975
Burglary/ Larceny/ Robbery,4,1,2010,5,2,2200 N REDWOOD RD ,40.8154958,-111.9371944
Drugs,4,1,2010,5,2,1000 N REDWOOD RD ,40.7912016,-111.939092
Kidnap,4,1,2010,5,2,600 S 800 E ,40.7562992,-111.8682689
Burglary/ Larceny/ Robbery,4,1,2010,5,2,500 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1800 S 4650 W ,40.7349801,-112.00323799999998
Traffic,4,1,2010,5,2,200 S WEST TEMPLE ST ,40.7650123,-111.8939666
Burglary/ Larceny/ Robbery,4,1,2010,5,2,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2010,5,2,200 S 300 W ,40.7650076,-111.8997807
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1700 S 4250 W ,40.7324442,-111.9936353
Assault,4,1,2010,5,2,000 E 400 S ,40.76090410000001,-111.8770853
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1100 E BRICKYARD RD ,40.7015898,-111.8597243
Burglary/ Larceny/ Robbery,4,1,2010,5,2,100 E KELSEY AVE ,40.7436814,-111.8881107
Burglary/ Larceny/ Robbery,4,1,2010,5,2,200 E 700 S ,40.7541344,-111.884882
Drugs,4,1,2010,5,2,300 E KENSINGTON AVE ,40.7364,-111.882483
Damaged Property,4,1,2010,5,2,500 E 11TH AVE ,40.7816443,-111.8744626
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1900 W INDIANA AVE ,40.75124520000001,-111.9436467
Traffic,4,1,2010,5,2,2800 S HIGHLAND DR ,40.71024209999999,-111.854494
Drugs,4,1,2010,5,2,1300 S STATE ST ,40.74119620000001,-111.8885251
Damaged Property,4,1,2010,5,2,1800 S 500 E ,40.7311206,-111.8771096
Damaged Property,4,1,2010,5,2,000 CORTEZ ST ,40.7815299,-111.8873106
Traffic,4,1,2010,5,2,2200 S 1300 E ,40.7232669,-111.8537452
Assault,4,1,2010,5,2,1700 W NORTH TEMPLE ST ,40.77163789999999,-111.9393653
Traffic,4,1,2010,5,2,400 S 600 E ,40.7605592,-111.8740014
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1700 S WEST TEMPLE ST ,40.7335006,-111.8939527
Burglary/ Larceny/ Robbery,4,1,2010,5,2,1200 W DUPONT AVE ,40.7975331,-111.9255412
Damaged Property,4,1,2010,5,2,2800 S HIGHLAND DR ,40.71024209999999,-111.854494
Assault,4,1,2010,5,2,200 E 400 S ,40.7604928,-111.8851212
Damaged Property,4,1,2010,5,2,1300 S EDISON ST ,40.7416219,-111.8867409
Drugs,4,1,2010,5,2,400 W 400 S ,40.760862,-111.90294
Damaged Property,4,1,2010,5,2,800 S JEFFERSON ST ,40.7519526,-111.8957059
Traffic,4,1,2010,5,2,200 W 2100 S ,40.7259146,-111.8959369
Assault,4,1,2010,5,2,200 N 200 W ,40.7781149,-111.896592
Burglary/ Larceny/ Robbery,4,1,2010,5,2,300 W HOPE AVE ,40.7389021,-111.8996891
