DESCRIPTION,DAY,MONTH,YEAR,TOD,DOW,ADDRESS,LATITUDE,LONGITUDE
Burglary/ Larceny/ Robbery,1,1,2016,6,6,800 E 800 S ,40.7505975,-111.8661082
Drugs,1,1,2016,6,6,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,1,1,2016,8,6,500 E 2100 S ,40.725607,-111.8771244
Drugs,1,1,2016,7,6,100 S 400 W ,40.7690795,-111.90461670000002
Drugs,1,1,2016,6,6,400 S 400 W ,40.7606489,-111.9026322
Assault,1,1,2016,6,6,2000 E BRYAN AVE ,40.7356347,-111.83356609999998
Assault,1,1,2016,7,6,1200 W 500 S ,40.7586918,-111.9256538
Assault,1,1,2016,8,6,1800 W MORTON DR ,40.7989174,-111.9428113
Weapons,1,1,2016,6,6,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Assault,1,1,2016,8,6,300 S MAIN ST ,40.7629375,-111.890901
Drugs,1,1,2016,2,6,1500 W 600 S ,40.7566335,-111.9342586
Drugs,1,1,2016,8,6,300 S POST ST ,40.76281270000001,-111.9182399
Damaged Property,1,1,2016,7,6,1600 S MAIN ST ,40.7345865,-111.8914055
Drugs,1,1,2016,8,6,200 E WESTMINSTER AVE ,40.7287213,-111.8853665
Assault,1,1,2016,1,6,100 W 500 S ,40.7584778,-111.8939592
Burglary/ Larceny/ Robbery,2,1,2016,3,6,200 E WESTMINSTER AVE ,40.7287213,-111.8853665
Burglary/ Larceny/ Robbery,1,1,2016,7,6,2200 S 1300 E ,40.7232669,-111.8537452
Burglary/ Larceny/ Robbery,1,1,2016,5,6,300 W HOPE AVE ,40.7389021,-111.8996891
Weapons,1,1,2016,1,6,300 S GOSHEN ST ,40.7628066,-111.9209514
Assault,3,1,2016,4,6,600 W NORTH TEMPLE ST ,40.77156779999999,-111.9085032
Assault,4,1,2016,5,6,500 S REDWOOD RD ,40.758435,-111.9390389
Burglary/ Larceny/ Robbery,6,1,2016,4,6,000 S REDWOOD RD ,40.6847133,-111.9414839
Assault,7,1,2016,3,6,000 E KELSEY AVE ,40.7436813,-111.8881384
Burglary/ Larceny/ Robbery,6,1,2016,4,6,300 N 300 W ,40.77594029999999,-111.8991263
Burglary/ Larceny/ Robbery,15,1,2016,4,6,1800 S MILESTONE DR ,40.7324786,-111.9657189
Burglary/ Larceny/ Robbery,1,1,2016,7,6,000 E 100 S ,40.76717610000001,-111.8682688
Assault,2,1,2016,1,7,1400 S STATE ST ,40.7364728,-111.8877563
Assault,2,1,2016,2,7,1400 S STATE ST ,40.7364728,-111.8877563
Assault,2,1,2016,2,7,200 N CENTER ST ,40.7739821,-111.8805458
Burglary/ Larceny/ Robbery,2,1,2016,2,7,200 W NORTH TEMPLE ST ,40.771579,-111.8968892
Drugs,2,1,2016,1,7,200 S 500 W ,40.7644537,-111.9054265
Drugs,2,1,2016,6,7,100 S 300 W ,40.7671555,-111.8997787
Burglary/ Larceny/ Robbery,2,1,2016,3,7,300 W HOPE AVE ,40.7389021,-111.8996891
DUI,2,1,2016,7,7,1700 S STATE ST ,40.7323539,-111.88798590000002
Assault,2,1,2016,6,7,800 S ROBERTA ST ,40.749767,-111.8839466
Burglary/ Larceny/ Robbery,2,1,2016,6,7,300 W HOPE AVE ,40.7389021,-111.8996891
Drugs,2,1,2016,7,7,300 S 500 W ,40.7628188,-111.904821
Assault,2,1,2016,6,7,1800 S 300 W ,40.7323948,-111.89969740000002
Drugs,2,1,2016,6,7,1400 W WASATCH AVE ,40.753186,-111.93011090000002
Drugs,2,1,2016,5,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,2,1,2016,6,7,300 E WESTMINSTER AVE ,40.7287417,-111.8825453
Burglary/ Larceny/ Robbery,2,1,2016,7,7,2400 W CUSTER RD ,40.731777,-111.9545486
Drugs,2,1,2016,4,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Hit and Run,2,1,2016,5,7,700 S STATE ST ,40.753716,-111.887661
Burglary/ Larceny/ Robbery,2,1,2016,5,7,1000 W PIERPONT AVE ,40.7639094,-111.9196679
Drugs,2,1,2016,7,7,300 E 1300 S ,40.741631700000006,-111.8824737
Drugs,2,1,2016,5,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,2,1,2016,7,7,1600 W 700 N ,40.7841156,-111.935973
Assault,2,1,2016,6,7,1500 S CONCORD ST ,40.7368223,-111.9268526
Burglary/ Larceny/ Robbery,2,1,2016,6,7,200 N VINE ST ,40.7743075,-111.891584
Weapons,2,1,2016,6,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,2,1,2016,8,7,300 W SOUTH TEMPLE ST ,40.7668329,-111.9003622
Burglary/ Larceny/ Robbery,2,1,2016,6,7,600 E SIMPSON AVE ,40.72215629999999,-111.8739603
Drugs,2,1,2016,8,7,100 S RIO GRANDE ST ,40.76743920000001,-111.9035958
Assault,2,1,2016,8,7,1000 N 900 W ,40.7910916,-111.9168568
DUI,2,1,2016,8,7,300 S 300 W ,40.753129,-111.898832
Burglary/ Larceny/ Robbery,2,1,2016,8,7,1700 S 1300 E ,40.7332854,-111.8539357
Damaged Property,2,1,2016,8,7,100 W 1300 S ,40.741809,-111.8922939
Drugs,2,1,2016,8,7,200 S 400 W ,40.76492210000001,-111.9026345
Burglary/ Larceny/ Robbery,2,1,2016,8,7,600 S BRAMPTON WAY ,40.7551581,-111.9363902
Assault,2,1,2016,8,7,300 S WEST TEMPLE ST ,40.7629951,-111.9344913
Drugs,2,1,2016,4,7,2100 W NORTH TEMPLE ST ,40.7702718,-111.9533986
Drugs,2,1,2016,4,7,600 S DENVER ST ,40.7563276,-111.8781967
Assault,2,1,2016,1,7,500 N BRIGHT CT ,40.7801859,-111.9111738
Drugs,2,1,2016,1,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,2,1,2016,6,7,000 S MAIN ST ,40.7668597,-111.8905659
Assault,2,1,2016,6,7,1200 S MAIN ST ,40.7426474,-111.8910697
Damaged Property,2,1,2016,6,7,800 N 1400 W ,40.78659529999999,-111.9307026
Assault,2,1,2016,6,7,1400 S 1300 W ,40.73861,-111.92855120000002
Damaged Property,2,1,2016,6,7,1000 S WEST TEMPLE ST ,40.7480039,-111.89392
Drugs,2,1,2016,6,7,000 S RIO GRANDE ST ,40.76446199999999,-111.904565
Assault,2,1,2016,6,7,1400 S ROBERTA ST ,40.7391258,-111.88392749999998
Drugs,2,1,2016,7,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Drugs,2,1,2016,6,7,400 S RIO GRANDE ST ,40.7607329,-111.904411
Burglary/ Larceny/ Robbery,2,1,2016,5,7,300 S 500 W ,40.7628188,-111.904821
Assault,2,1,2016,8,7,200 S 500 E ,40.76481920000001,-111.8769407
Drugs,2,1,2016,6,7,500 W 200 S ,40.76508870000001,-111.905431
Burglary/ Larceny/ Robbery,3,1,2016,4,7,1000 S 1100 E ,40.74740429999999,-111.86027040000002
Assault,2,1,2016,7,7,300 E WILLIAMS AVE ,40.7474613,-111.88248090000002
Burglary/ Larceny/ Robbery,3,1,2016,4,7,2000 S 900 E ,40.7271519,-111.8658203
Burglary/ Larceny/ Robbery,3,1,2016,5,7,2100 S 1300 E ,40.7250986,-111.8544784
Burglary/ Larceny/ Robbery,3,1,2016,6,7,200 S 500 W ,40.7644537,-111.9054265
Burglary/ Larceny/ Robbery,4,1,2016,4,7,1400 S WEST TEMPLE ST ,40.7380118,-111.8942417
Burglary/ Larceny/ Robbery,4,1,2016,5,7,1700 W TRAFALGA WAY ,40.7969201,-111.9410603
Burglary/ Larceny/ Robbery,2,1,2016,8,7,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,2,1,2016,8,7,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2016,5,7,200 W 400 S ,40.7607174,-111.8968168
Burglary/ Larceny/ Robbery,4,1,2016,6,7,1100 N TWICKENHAM DR ,40.7934799,-111.8939283
Burglary/ Larceny/ Robbery,4,1,2016,6,7,000 MAIN ST ,40.7574,-111.890776
Damaged Property,5,1,2016,4,7,400 S 400 W ,40.7606489,-111.9026322
Burglary/ Larceny/ Robbery,7,1,2016,1,7,000 E SOUTH TEMPLE ST ,40.7696394,-111.881719
Damaged Property,9,1,2016,1,7,500 W 200 S ,40.76508870000001,-111.905431
Burglary/ Larceny/ Robbery,13,1,2016,4,7,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
DUI,3,1,2016,5,1,400 W 500 S ,40.758494,-111.9027591
DUI,3,1,2016,1,1,700 W 400 S ,40.7606843,-111.9103215
DUI,3,1,2016,1,1,1800 W 700 N ,40.7848413,-111.9423521
Drugs,3,1,2016,1,1,700 W 1300 S ,40.7412078,-111.91079340000002
Drugs,3,1,2016,2,1,300 S GOSHEN ST ,40.7628066,-111.9209514
Assault,3,1,2016,1,1,1400 S 2100 E ,40.7393578,-111.8310138
Assault,3,1,2016,1,1,300 S MAIN ST ,40.7629375,-111.890901
Assault,3,1,2016,2,1,400 S 700 E ,40.7604266,-111.8712065
Burglary/ Larceny/ Robbery,3,1,2016,2,1,1200 S 700 E ,40.7455815,-111.8712678
Assault,3,1,2016,1,1,100 W 400 S ,40.760712100000006,-111.89396
Damaged Property,3,1,2016,1,1,700 S 300 E ,40.7541235,-111.8825002
Hit and Run,3,1,2016,3,1,800 S WEST TEMPLE ST ,40.75194339999999,-111.8940684
Burglary/ Larceny/ Robbery,3,1,2016,4,1,1300 S EMERY ST ,40.7414257,-111.9249783
Hit and Run,3,1,2016,1,1,2900 S HIGHLAND DR ,40.708022,-111.8538847
Assault,3,1,2016,3,1,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Assault,3,1,2016,4,1,400 N REDWOOD RD ,40.7782602,-111.938851
Burglary/ Larceny/ Robbery,3,1,2016,3,1,100 W 800 S ,40.75194339999999,-111.8940684
Burglary/ Larceny/ Robbery,3,1,2016,5,1,100 S 800 E ,40.7671763,-111.8681356
Assault,3,1,2016,1,1,1500 E EMERSON AVE ,40.73716760000001,-111.847954
Assault,3,1,2016,4,1,2000 S STATE ST ,40.7759451,-111.8883826
Damaged Property,3,1,2016,3,1,100 W 600 S ,40.7562945,-111.89396399999998
DUI,3,1,2016,6,1,200 S WEST TEMPLE ST ,40.7650123,-111.8939666
Burglary/ Larceny/ Robbery,3,1,2016,5,1,400 E 6TH AVE ,40.7754733,-111.87748059999998
Burglary/ Larceny/ Robbery,3,1,2016,1,1,000 S RIO GRANDE ST ,40.76446199999999,-111.904565
Assault,3,1,2016,6,1,2400 S 800 E ,40.69162539999999,-111.8684761
Burglary/ Larceny/ Robbery,3,1,2016,1,1,400 W 500 S ,40.758494,-111.9027591
Burglary/ Larceny/ Robbery,3,1,2016,6,1,100 N 900 W ,40.7717239,-111.9167242
Assault,3,1,2016,7,1,100 W LAYTON AVE ,40.7298795,-111.893991
Assault,3,1,2016,7,1,000 E REDONDO AVE ,40.7263329,-111.8739513
Burglary/ Larceny/ Robbery,3,1,2016,8,1,600 S 1200 E ,40.7563188,-111.8567226
Assault,3,1,2016,8,1,700 W 400 N ,40.77838149999999,-111.911194
Burglary/ Larceny/ Robbery,3,1,2016,7,1,700 N 900 W ,40.7845768,-111.9168413
Kidnap,3,1,2016,7,1,800 W 300 S ,40.76283189999999,-111.9157367
Assault,3,1,2016,5,1,1400 S WEST TEMPLE ST ,40.7380118,-111.8942417
Burglary/ Larceny/ Robbery,3,1,2016,5,1,000 S RIO GRANDE ST ,40.76446199999999,-111.904565
Drugs,3,1,2016,8,1,400 N WALL ST ,40.7784058,-111.8913769
Drugs,3,1,2016,8,1,100 S 500 W ,40.7671335,-111.9055343
Drugs,3,1,2016,4,1,300 S 400 W ,40.7629099,-111.9026091
Drugs,3,1,2016,6,1,400 W 200 S ,40.768625,-111.9039064
Drugs,3,1,2016,6,1,000 S RIO GRANDE ST ,40.76446199999999,-111.904565
Damaged Property,4,1,2016,5,1,400 N G ST ,40.7785439,-111.8742572
Assault,3,1,2016,8,1,800 E 1ST AVE ,40.7705495,-111.8655679
Assault,3,1,2016,8,1,500 N WALL ST ,40.7801191,-111.8926574
Burglary/ Larceny/ Robbery,3,1,2016,7,1,700 E 2100 S ,40.72537670000001,-111.8711249
Burglary/ Larceny/ Robbery,3,1,2016,5,1,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2016,7,1,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2016,7,1,300 W HOPE AVE ,40.7389021,-111.8996891
Drugs,3,1,2016,7,1,400 W 200 S ,40.768625,-111.9039064
Burglary/ Larceny/ Robbery,4,1,2016,3,1,200 S 500 W ,40.7644537,-111.9054265
Assault,4,1,2016,6,1,1600 W NORTHWOOD AVE ,40.7831009,-111.9371116
Burglary/ Larceny/ Robbery,4,1,2016,6,1,1200 E CRYSTAL AVE ,40.7142579,-111.8564918
Assault,4,1,2016,6,1,500 N CATHERINE ST ,40.78022,-111.9322834
Drugs,7,1,2016,8,1,400 S 400 W ,40.7606489,-111.9026322
Burglary/ Larceny/ Robbery,3,1,2016,1,1,200 S 200 E ,40.764816,-111.8851385
Burglary/ Larceny/ Robbery,3,1,2016,8,1,300 S STATE ST ,40.7755999,-111.88766979999998
Drugs,4,1,2016,1,2,1300 W INDIANA AVE ,40.7512635,-111.92798290000002
Burglary/ Larceny/ Robbery,4,1,2016,1,2,900 E 2100 S ,40.7242836,-111.8647183
Damaged Property,4,1,2016,2,2,300 S 300 E ,40.76269080000001,-111.8828278
Assault,4,1,2016,2,2,2200 S FOOTHILL DR ,40.7234579,-111.8139281
Burglary/ Larceny/ Robbery,4,1,2016,3,2,1200 S WINDSOR ST ,40.74280220000001,-111.8670705
Hit and Run,4,1,2016,4,2,200 W 200 N ,40.7737889,-111.8970025
Assault,4,1,2016,4,2,600 S WEST TEMPLE ST ,40.7562945,-111.89396399999998
Assault,4,1,2016,4,2,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Assault,4,1,2016,3,2,300 N 700 W ,40.7758814,-111.9111203
Assault,4,1,2016,4,2,2600 E STRINGHAM AVE ,40.7210756,-111.81726090000002
Burglary/ Larceny/ Robbery,4,1,2016,4,2,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2016,4,2,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2016,6,2,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2016,7,2,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2016,8,2,300 W HOPE AVE ,40.7389021,-111.8996891
Drugs,4,1,2016,4,2,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Drugs,4,1,2016,4,2,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,4,1,2016,6,2,000 S MAIN ST ,40.7668597,-111.8905659
Drugs,4,1,2016,7,2,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,4,1,2016,4,2,700 N REDWOOD RD ,40.7848205,-111.939342
Burglary/ Larceny/ Robbery,4,1,2016,1,2,200 W NORTH TEMPLE ST ,40.771579,-111.8968892
Burglary/ Larceny/ Robbery,4,1,2016,1,2,1100 E BRICKYARD RD ,40.7015898,-111.8597243
Burglary/ Larceny/ Robbery,4,1,2016,5,2,1600 S 1300 W ,40.734572,-111.9287646
Burglary/ Larceny/ Robbery,4,1,2016,6,2,400 W 400 S ,40.760862,-111.90294
Burglary/ Larceny/ Robbery,4,1,2016,6,2,1100 S 200 E ,40.74483710000001,-111.885366
Burglary/ Larceny/ Robbery,4,1,2016,6,2,900 E 2100 S ,40.7242836,-111.8647183
Damaged Property,4,1,2016,6,2,000 N 300 W ,40.7742989,-111.9004459
Burglary/ Larceny/ Robbery,4,1,2016,7,2,000 S MAIN ST ,40.7668597,-111.8905659
Burglary/ Larceny/ Robbery,4,1,2016,7,2,800 S MAIN ST ,40.7519553,-111.8910857
Drugs,4,1,2016,8,2,400 W 200 S ,40.768625,-111.9039064
Burglary/ Larceny/ Robbery,4,1,2016,7,2,1600 W NORTH TEMPLE ST ,40.7716337,-111.9366006
Burglary/ Larceny/ Robbery,4,1,2016,7,2,300 W HOPE AVE ,40.7389021,-111.8996891
Drugs,4,1,2016,4,2,1200 W PACIFIC AVE ,40.7597513,-111.9256115
Hit and Run,4,1,2016,7,2,1100 W 600 N ,40.7823861,-111.9225193
Assault,4,1,2016,8,2,1700 S 200 E ,40.733493,-111.885416
Burglary/ Larceny/ Robbery,4,1,2016,7,2,500 E NORTHMONT WAY ,40.7884695,-111.8743485
Drugs,4,1,2016,7,2,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,5,1,2016,5,2,300 N ALMOND ST ,40.7760754,-111.8937107
Hit and Run,4,1,2016,8,2,200 W 200 N ,40.7737889,-111.8970025
Drugs,4,1,2016,8,2,200 S 500 W ,40.7644537,-111.9054265
Drugs,4,1,2016,8,2,400 S 500 W ,40.759919,-111.904807
Assault,5,1,2016,6,2,100 W GIRARD AVE ,40.7812893,-111.8936047
Assault,4,1,2016,5,2,2100 S 700 E ,40.72497570000001,-111.8724847
Burglary/ Larceny/ Robbery,5,1,2016,8,2,300 N ALMOND ST ,40.7760754,-111.8937107
Burglary/ Larceny/ Robbery,4,1,2016,7,2,2000 S 500 E ,40.7265689,-111.87718429999998
Burglary/ Larceny/ Robbery,8,1,2016,5,2,600 S REDWOOD RD ,40.7560768,-111.9398393
Damaged Property,4,1,2016,4,2,000 N 1000 W ,40.7724721,-111.9212366
Burglary/ Larceny/ Robbery,4,1,2016,1,2,000 E SOUTH TEMPLE ST ,40.7696394,-111.881719
Burglary/ Larceny/ Robbery,4,1,2016,5,2,1200 E 300 S ,40.76258989999999,-111.8565832
Burglary/ Larceny/ Robbery,4,1,2016,6,2,1000 N STAR CREST DR ,40.7916006,-111.9436557
Burglary/ Larceny/ Robbery,20,1,2016,6,2,800 E HARRISON AVE ,40.7398183,-111.8681775
Drugs,4,1,2016,7,2,1200 S MAIN ST ,40.7426474,-111.8910697
Weapons,5,1,2016,1,3,1200 E WILMINGTON AVE ,40.7229103,-111.8564781
Assault,5,1,2016,1,3,900 S 1500 W ,40.7502555,-111.93347959999998
Assault,5,1,2016,2,3,1600 W TALISMAN CIR ,40.7878619,-111.935785
Assault,5,1,2016,1,3,000 N TOMMY THOMPSON RD ,40.7709541,-112.0017756
Burglary/ Larceny/ Robbery,5,1,2016,2,3,100 N H ST ,40.7717598,-111.8727039
Damaged Property,5,1,2016,4,3,2400 S 800 E ,40.69162539999999,-111.8684761
Assault,5,1,2016,5,3,700 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Burglary/ Larceny/ Robbery,5,1,2016,4,3,300 W 2100 S ,40.7252555,-111.9000207
Burglary/ Larceny/ Robbery,5,1,2016,5,3,900 S WASHINGTON ST ,40.7497681,-111.8982511
Assault,5,1,2016,3,3,1800 S MAIN ST ,40.7313687,-111.8911054
Drugs,5,1,2016,5,3,300 S 900 E ,40.7628273,-111.8653493
Burglary/ Larceny/ Robbery,5,1,2016,5,3,700 S 300 E ,40.7541235,-111.8825002
Weapons,5,1,2016,1,3,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Drugs,5,1,2016,4,3,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Drugs,5,1,2016,5,3,200 S RIO GRANDE ST ,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,5,1,2016,6,3,2100 S HIGHLAND DR ,40.7245423,-111.8601514
Burglary/ Larceny/ Robbery,5,1,2016,6,3,400 S MAIN ST ,40.76090070000001,-111.890956
Burglary/ Larceny/ Robbery,5,1,2016,6,3,300 S RIO GRANDE ST ,40.76202010000001,-111.9046622
Assault,5,1,2016,6,3,1400 S 400 W ,40.7391159,-111.9029488
Damaged Property,5,1,2016,5,3,100 W PAXTON AVE ,40.7437322,-111.893985
Drugs,5,1,2016,4,3,400 W 200 S ,40.768625,-111.9039064
DUI,5,1,2016,7,3,3200 S RICHMOND ST ,40.7012805,-111.8554678
Burglary/ Larceny/ Robbery,5,1,2016,6,3,1800 S 500 E ,40.7311206,-111.8771096
Damaged Property,5,1,2016,8,3,500 E 1300 S ,40.74165,-111.87678970000002
Assault,5,1,2016,6,3,1100 E ASHTON AVE ,40.72016319999999,-111.8595202
Assault,5,1,2016,6,3,900 S MAIN ST ,40.7497637,-111.8910783
Drugs,5,1,2016,6,3,000 S MAIN ST ,40.7668597,-111.8905659
Assault,5,1,2016,6,3,2400 S 600 E ,40.7188659,-111.8739872
Assault,5,1,2016,3,3,1900 W CALIFORNIA AVE ,40.7404828,-111.9451381
Burglary/ Larceny/ Robbery,5,1,2016,4,3,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,5,1,2016,4,3,300 S 400 E ,40.7627104,-111.8800731
Burglary/ Larceny/ Robbery,5,1,2016,1,3,1600 S 900 W ,40.734725,-111.917435
Assault,5,1,2016,7,3,900 S 200 W ,40.7500664,-111.8964535
Drugs,5,1,2016,5,3,1300 S STATE ST ,40.74119620000001,-111.8885251
Damaged Property,5,1,2016,6,3,2000 S 1300 E ,40.7269771,-111.8542269
Assault,5,1,2016,8,3,1200 E LOGAN AVE ,40.7343347,-111.856585
Drugs,5,1,2016,6,3,200 S 500 W ,40.7644537,-111.9054265
Burglary/ Larceny/ Robbery,5,1,2016,7,3,2200 S 1300 E ,40.7232669,-111.8537452
Burglary/ Larceny/ Robbery,5,1,2016,7,3,100 E 100 S ,40.7671844,-111.8879897
Burglary/ Larceny/ Robbery,5,1,2016,7,3,900 W SOUTH TEMPLE ST ,40.769439,-111.9168462
Burglary/ Larceny/ Robbery,5,1,2016,8,3,2000 S 1300 E ,40.7269771,-111.8542269
Drugs,5,1,2016,8,3,500 W 200 S ,40.76508870000001,-111.905431
Assault,5,1,2016,8,3,300 S RIO GRANDE ST ,40.76202010000001,-111.9046622
Assault,5,1,2016,8,3,1700 W 900 N ,40.7892378,-111.9396221
Burglary/ Larceny/ Robbery,5,1,2016,8,3,300 W HOPE AVE ,40.7389021,-111.8996891
Assault,5,1,2016,7,3,1300 E ZENITH AVE ,40.70787259999999,-111.8550805
Burglary/ Larceny/ Robbery,5,1,2016,7,3,000 S MAIN ST ,40.7668597,-111.8905659
Drugs,5,1,2016,7,3,200 S 500 W ,40.7644537,-111.9054265
Burglary/ Larceny/ Robbery,5,1,2016,7,3,300 W HOPE AVE ,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,5,1,2016,8,3,600 W SOUTH TEMPLE ST ,40.7706088,-111.9088858
Assault,5,1,2016,4,3,200 E 600 S ,40.7563068,-111.8853592
Burglary/ Larceny/ Robbery,5,1,2016,4,3,2100 W NORTH TEMPLE ST ,40.7702718,-111.9533986
Damaged Property,5,1,2016,8,3,600 W SOUTH TEMPLE ST ,40.7706088,-111.9088858
Burglary/ Larceny/ Robbery,6,1,2016,4,3,1600 S 1500 E ,40.7346985,-111.848239
Burglary/ Larceny/ Robbery,6,1,2016,4,3,1300 S MAIN ST ,40.7415981,-111.891078
Burglary/ Larceny/ Robbery,6,1,2016,5,3,1300 S 300 W ,40.7412999,-111.8998243
Burglary/ Larceny/ Robbery,6,1,2016,4,3,1000 S STATE ST ,40.7607793,-111.89104740000002
Burglary/ Larceny/ Robbery,6,1,2016,4,3,800 S STATE ST ,40.75096129999999,-111.8878227
Hit and Run,5,1,2016,5,3,2100 S STATE ST ,40.7266963,-111.88732040000002
Hit and Run,5,1,2016,7,3,800 S 300 E ,40.7518402,-111.8824953
Assault,7,1,2016,5,3,1400 W ANDREW AVE ,40.7368571,-111.9295212
Burglary/ Larceny/ Robbery,6,1,2016,1,3,2200 E 2700 S ,40.7125314,-111.8278171
Assault,7,1,2016,1,3,1000 N 1500 W ,40.7911917,-111.93340220000002
Burglary/ Larceny/ Robbery,5,1,2016,3,3,700 E 9TH AVE ,40.7795951,-111.8685271
Burglary/ Larceny/ Robbery,5,1,2016,4,3,2000 S BROADMOOR ST ,40.7267454,-111.8152834
Burglary/ Larceny/ Robbery,5,1,2016,4,3,700 N EAST CAPITOL BLVD ,40.7846291,-111.8859748
Burglary/ Larceny/ Robbery,5,1,2016,5,3,200 E 4TH AVE ,40.7737416,-111.8834626
Damaged Property,5,1,2016,6,3,900 S LAKE ST ,40.7497727,-111.8696565
Burglary/ Larceny/ Robbery,7,1,2016,6,3,900 S LAKE ST ,40.7497727,-111.8696565
Burglary/ Larceny/ Robbery,18,1,2016,4,3,500 N TERMINAL NORTHBOUND DR ,40.7899404,-111.9790706
Assault,6,1,2016,5,4,900 W 400 N ,40.7783149,-111.9169081
