DESCRIPTION,DAY,MONTH,YEAR,TOD,DOW,ADDRESS,LATITUDE,LONGITUDE
Burglary/ Larceny/ Robbery,2,1,2013,8,4,1000 E 2100 S,40.7253947,-111.8625244
Burglary/ Larceny/ Robbery,2,1,2013,8,4,1300 S WEST TEMPLE ST,40.74158509999999,-111.893956
Traffic,3,1,2013,5,5,100 S RIO GRANDE ST,40.76743920000001,-111.9035958
Damaged Property,3,1,2013,1,5,3800 W 1450 N,40.7422625,-111.9841142
Damaged Property,3,1,2013,3,5,200 W 100 S,40.7671535,-111.896834
Traffic,3,1,2013,4,5,100 E 700 S,40.7541277,-111.8881308
Burglary/ Larceny/ Robbery,3,1,2013,3,5,300 S 200 E,40.7626606,-111.8856286
Burglary/ Larceny/ Robbery,3,1,2013,4,5,700 N TERMINAL NORTHBOUND DR,40.7899404,-111.9790706
Traffic,3,1,2013,4,5,1700 S 300 W,40.7318946,-111.8996992
Traffic,3,1,2013,1,5,600 S GLADIOLA ST,40.7552033,-111.9732831
Damaged Property,3,1,2013,5,5,600 N 3875 W,40.7823124,-111.9460331
Traffic,3,1,2013,5,5,1000 S STATE ST,40.7607793,-111.89104740000002
Traffic,3,1,2013,5,5,100 BANGERTER HWY,40.7655304,-111.98637
Burglary/ Larceny/ Robbery,3,1,2013,1,5,400 E 1700 S,40.7335239,-111.8796648
Burglary/ Larceny/ Robbery,3,1,2013,3,5,1900 E 2700 S,40.7123106,-111.8365773
Traffic,3,1,2013,4,5,300 W 800 S,40.7519959,-111.9017904
Damaged Property,3,1,2013,5,5,200 N CANYON RD,40.77458430000001,-111.8859118
Assault,3,1,2013,1,5,1300 N REDWOOD RD,40.7976275,-111.9383412
Drugs,3,1,2013,6,5,700 N TERMINAL DR,40.780221,-111.9808484
Damaged Property,3,1,2013,6,5,800 N 2200 W,40.7867213,-111.9535953
Traffic,3,1,2013,6,5,200 E 400 S,40.7604928,-111.8851212
Traffic,3,1,2013,7,5,300 W 300 S,40.7631305,-111.9003319
Drugs,3,1,2013,7,5,300 W 300 N,40.7760595,-111.89962450000002
Burglary/ Larceny/ Robbery,3,1,2013,7,5,300 S 200 E,40.7626606,-111.8856286
Burglary/ Larceny/ Robbery,3,1,2013,7,5,300 S 200 E,40.7626606,-111.8856286
Burglary/ Larceny/ Robbery,3,1,2013,7,5,300 S 200 E,40.7626606,-111.8856286
Assault,3,1,2013,6,5,1200 N 1500 W,40.7952062,-111.9339794
Burglary/ Larceny/ Robbery,3,1,2013,4,5,400 W 300 S,40.762841,-111.9028043
Traffic,3,1,2013,6,5,3100 S DECKER LAKE DR,40.7039356,-111.9485935
Traffic,3,1,2013,8,5,1500 S 300 W,40.7371192,-111.90009109999998
Traffic,3,1,2013,3,5,300 S WAKARA WAY,40.7654538,-111.8238119
Traffic,3,1,2013,3,5,1700 S 5350 W,40.7330276,-112.0197268
Sexual Assault/ Sexual Offense,3,1,2013,3,5,400 W 500 S,40.758494,-111.9027591
Assault,3,1,2013,5,5,800 N 1400 W,40.78659529999999,-111.9307026
Burglary/ Larceny/ Robbery,3,1,2013,4,5,1600 S 4800 W,40.7357597,-112.0065232
Traffic,3,1,2013,6,5,00 S 1100 E,40.686596,-111.860295
Damaged Property,3,1,2013,8,5,1300 W IOLA AVE,40.7619743,-111.9284255
Traffic,3,1,2013,8,5,900 S STATE ST,40.7489044,-111.889149
Damaged Property,3,1,2013,3,5,300 N 1000 W,40.7759842,-111.9192534
Burglary/ Larceny/ Robbery,3,1,2013,4,5,1400 W 1100 N,40.79283239999999,-111.931444
Burglary/ Larceny/ Robbery,3,1,2013,1,5,400 E REDONDO AVE,40.7263143,-111.8796694
Burglary/ Larceny/ Robbery,3,1,2013,8,5,3700 W TERMINAL WESTBOUND DR,40.7899404,-111.9790706
Damaged Property,3,1,2013,3,5,3800 W 1200 N,40.7465258,-111.98373490000002
Damaged Property,3,1,2013,8,5,1100 S 1200 W,40.7456998,-111.92594
Traffic,3,1,2013,6,5,600 E 200 S,40.7649949,-111.8738395
Burglary/ Larceny/ Robbery,3,1,2013,6,5,300 W HOPE AVE,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2013,6,5,1100 E BRICKYARD RD,40.7015898,-111.8597243
Burglary/ Larceny/ Robbery,3,1,2013,5,5,300 W HOPE AVE,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2013,6,5,300 S 900 E,40.7628273,-111.8653493
Drugs,3,1,2013,6,5,00 S RIO GRANDE ST,40.7631836,-111.9045285
Drugs,3,1,2013,6,5,200 S RIO GRANDE ST,40.76490689999999,-111.904099
Burglary/ Larceny/ Robbery,3,1,2013,1,5,1100 E BRICKYARD RD,40.7015898,-111.8597243
Assault,3,1,2013,5,5,300 W HOPE AVE,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,3,1,2013,8,5,800 E SEGO AVE,40.75521699999999,-111.8681077
Damaged Property,3,1,2013,6,5,3800 S 1200 N,40.6893948,-111.9652543
Burglary/ Larceny/ Robbery,3,1,2013,8,5,1200 E 2700 S,40.7121265,-111.8569116
Traffic,3,1,2013,3,5,600 S 1300 E,40.7563208,-111.8539585
Traffic,3,1,2013,7,5,200 S 700 E,40.7649923,-111.871162
Traffic,3,1,2013,5,5,700 E 2100 S,40.72537670000001,-111.8711249
Traffic,3,1,2013,6,5,600 E 600 S,40.7563049,-111.8738404
Damaged Property,3,1,2013,1,5,2700 E CRESTVIEW DR,40.7486249,-111.8130244
Damaged Property,3,1,2013,1,5,4700 W CALIFORNIA AVE,40.74321,-112.003582
Burglary/ Larceny/ Robbery,3,1,2013,4,5,300 W 700 N,40.78489310000001,-111.8998485
Burglary/ Larceny/ Robbery,3,1,2013,6,5,00 E 300 S,40.7624465,-111.8641991
Drugs,3,1,2013,6,5,500 E 2100 S,40.725607,-111.8771244
Traffic,3,1,2013,6,5,2400 S 1300 E,40.7192778,-111.8537486
Traffic,3,1,2013,6,5,100 S 800 E,40.7671763,-111.8681356
Assault,3,1,2013,6,5,1000 S MAIN ST,40.74736559999999,-111.8919782
Traffic,3,1,2013,5,5,400 S 200 W,40.76058610000001,-111.8968186
Burglary/ Larceny/ Robbery,3,1,2013,5,5,1000 E 800 S,40.7516521,-111.8623488
Burglary/ Larceny/ Robbery,3,1,2013,7,5,2200 S 700 E,40.7229596,-111.8717169
Burglary/ Larceny/ Robbery,3,1,2013,7,5,200 S 900 E,40.7649461,-111.8653435
Damaged Property,3,1,2013,5,5,2100 S 1700 E,40.7254252,-111.8422465
Traffic,3,1,2013,4,5,400 S 1100 E,40.7606534,-111.85961840000002
Burglary/ Larceny/ Robbery,3,1,2013,3,5,1200 S MAIN ST,40.7426474,-111.8910697
Burglary/ Larceny/ Robbery,3,1,2013,1,5,1600 E 2100 S,40.72577570000001,-111.8458747
Burglary/ Larceny/ Robbery,3,1,2013,4,5,1500 W SECRET GARDEN PL,40.7346987,-111.9375937
Burglary/ Larceny/ Robbery,3,1,2013,6,5,1800 S MAIN ST,40.7313687,-111.8911054
Burglary/ Larceny/ Robbery,3,1,2013,7,5,2200 S 700 E,40.7229596,-111.8717169
Damaged Property,3,1,2013,6,5,700 S WINDSOR ST,40.7541441,-111.866754
Traffic,4,1,2013,1,6,200 S 800 E,40.7650098,-111.8682744
Burglary/ Larceny/ Robbery,4,1,2013,5,6,300 W HOPE AVE,40.7389021,-111.8996891
Burglary/ Larceny/ Robbery,4,1,2013,3,6,1700 S 5350 W,40.7330276,-112.0197268
Traffic,4,1,2013,4,6,300N N 2370 W,40.7758446,-111.9574878
Drugs,4,1,2013,4,6,100 E 2ND AVE,40.77149179999999,-111.8881395
Traffic,4,1,2013,4,6,300 S 300 E,40.76269080000001,-111.8828278
Assault,4,1,2013,4,6,500 E 300 S,40.7628073,-111.8767932
Homicide,4,1,2013,4,6,1000 S 400 E,40.7473179,-111.8798745
Assault,4,1,2013,1,6,500 S 1100 E,40.7583936,-111.85959579999998
Assault,4,1,2013,4,6,1500 W 400 S,40.760849,-111.93405020000002
Damaged Property,4,1,2013,5,6,100 S RIO GRANDE ST,40.76743920000001,-111.9035958
Traffic,4,1,2013,6,6,100 W 400 S,40.760712100000006,-111.89396
Traffic,4,1,2013,6,6,800 S 900 E,40.7519618,-111.8653546
Damaged Property,4,1,2013,3,6,1300 S 1700 E,40.7416139,-111.84226
Burglary/ Larceny/ Robbery,4,1,2013,7,6,2000 S STATE ST,40.7759451,-111.8883826
Burglary/ Larceny/ Robbery,4,1,2013,5,6,100 N 900 W,40.7717239,-111.9167242
Assault,4,1,2013,5,6,400 W 200 S,40.768625,-111.9039064
Burglary/ Larceny/ Robbery,4,1,2013,4,6,300 W 2100 S,40.7252555,-111.9000207
Damaged Property,4,1,2013,1,6,800 N 900 W,40.7869136,-111.9154638
Traffic,4,1,2013,8,6,1800 S 300 W,40.7323948,-111.89969740000002
Burglary/ Larceny/ Robbery,4,1,2013,1,6,3000 W CALIFORNIA AVE,40.7404131,-111.963634
Burglary/ Larceny/ Robbery,4,1,2013,6,6,400 S 500 E,40.7605634,-111.876778
Burglary/ Larceny/ Robbery,4,1,2013,5,6,4200 W 2100 S,40.7267293,-111.9914732
Sexual Assault/ Sexual Offense,4,1,2013,5,6,00 S MAIN ST,40.7645225,-111.89053429999998
Burglary/ Larceny/ Robbery,4,1,2013,5,6,800 S 700 E,40.7519569,-111.8711536
Burglary/ Larceny/ Robbery,4,1,2013,6,6,1100 E BRICKYARD RD,40.7015898,-111.8597243
Burglary/ Larceny/ Robbery,4,1,2013,4,6,200 W 2100 S,40.7259146,-111.8959369
Burglary/ Larceny/ Robbery,4,1,2013,5,6,300 W HOPE AVE,40.7389021,-111.8996891
